tumour	tumour_cancer_type	tumour_cohort	first_matching_cell_line_group_rank_at10	reciprocal_rank_at10	top_ranked_cell_line_group	top_ranked_cell_line_group_cancer_type	rank1_correct	n_ranked_biological_cell_line_groups	n_displayed_top10_biological_cell_line_groups
TARGET-30-PANZPV-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PANZRV-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PANZVU-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAPBGH-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAPBJE-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAPBZI-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAPCTS-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAPEAV-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAPEFE-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAPHPE-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PAPICY-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAPKWN-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAPKXS-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PAPLSD-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PAPTAN-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAPTDH-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAPTFZ-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAPTLV-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAPUAR-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAPUEB-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAPUNH-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAPUWY-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PAPVEB-04A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAPVFD-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PAPVRN-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAPVXS-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAPZYP-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PARACM-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PARACS-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PARAMT-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PARBAJ-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PARBAJ-02A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PARBGP-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PARDCK-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PARDIW-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PARFRE-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PARFWB-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PARGKK-01A-01R	NBL	NBL	1	1	LAN6	NBL	TRUE	56	10
TARGET-30-PARHAM-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PARHAM-02A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PARJVP-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PARNNC-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PARVLK-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PARYNK-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PARZCJ-02A-01R	NBL	NBL	1	1	GIMEN	NBL	TRUE	56	10
TARGET-30-PARZHA-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PARZIP-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASCFC-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASCTR-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASEGA-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASFGG-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PASFIC-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PASGAP-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PASGAP-02A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PASGUT-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASHFA-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASJZC-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASMDM-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASMNT-01A-01R	NBL	NBL	1	1	LAN6	NBL	TRUE	56	10
TARGET-30-PASNEF-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASNML-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASNPG-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASNPG-02A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PASNZU-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASPBZ-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASPER-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PASRFS-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PASSRN-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PASSRS-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PASSWW-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASTCN-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PASTKC-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PASUCB-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASUML-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PASUYG-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASVRU-01A-01R	NBL	NBL	1	1	LAN1	NBL	TRUE	56	10
TARGET-30-PASWFB-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASWIJ-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PASWVY-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASWYR-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASXGP-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASXHE-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PASXIE-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASXRG-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PASXRJ-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PASYPX-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PASZKE-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATAYJ-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PATBMM-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATCFL-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PATDWN-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATDXC-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PATDXG-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATEKG-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PATEPF-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATESI-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PATFCY-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATFXV-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PATGJU-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PATGLU-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PATHKB-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATHVK-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PATINJ-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PATNKP-02A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PATYIL-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PATYIL-02A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAUDDK-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAUDDK-02A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
GSE111168_SRR6785775	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE111168_SRR6785776	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE111168_SRR6785777	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE111168_SRR6785778	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE111168_SRR6785779	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE111168_SRR6785780	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE196420_SRR17960480	RBL	RBL	1	1	RBL_20	RBL	TRUE	56	10
GSE196420_SRR17960481	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960497	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960498	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960499	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960500	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960501	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960502	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE196420_SRR17960503	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960504	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960505	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960506	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE196420_SRR17960507	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960508	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960509	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE196420_SRR17960510	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE196420_SRR17960511	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE196420_SRR17960512	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131236	RBL	RBL	1	1	Y_79	RBL	TRUE	56	10
GSE268136_SRR29131237	RBL	RBL	1	1	WERI_RB1	RBL	TRUE	56	10
GSE268136_SRR29131238	RBL	RBL	1	1	Y_79	RBL	TRUE	56	10
GSE268136_SRR29131239	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131240	RBL	RBL	1	1	Y_79	RBL	TRUE	56	10
GSE268136_SRR29131241	RBL	RBL	1	1	RBL_15	RBL	TRUE	56	10
GSE268136_SRR29131242	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131243	RBL	RBL	1	1	RBL_13	RBL	TRUE	56	10
GSE268136_SRR29131244	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131245	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131246	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131247	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131248	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131249	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131250	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131251	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131252	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131253	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131254	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131255	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131256	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131257	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131258	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE268136_SRR29131259	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131260	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131261	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131262	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE268136_SRR29131263	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131264	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE268136_SRR29131265	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131266	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE268136_SRR29131267	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131268	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE268136_SRR29131269	RBL	RBL	1	1	RBL_14	RBL	TRUE	56	10
GSE268136_SRR29131270	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131271	RBL	RBL	1	1	RBL_7	RBL	TRUE	56	10
GSE268136_SRR29131272	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131273	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131274	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131275	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131276	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
GSE268136_SRR29131277	RBL	RBL	1	1	RBL_18	RBL	TRUE	56	10
