Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
NG-29643_HCC_1937_lib581305_7997_4_1 - polya	(1, 0.01453920455292823)	(2, 0.022143007818646757)	(3, 0.026445723761933923)	(4, 0.03256851972833259)	(5, 0.03600406692399168)	(6, 0.039036234499967605)	(7, 0.0433974112577016)	(8, 0.050572501884143334)	(9, 0.06419582034407112)	(10, 0.0853683786429004)	(15, 0.11358780351515134)	(20, 0.14565706788810795)	(25, 0.18615287405543157)	(30, 0.2208236446712724)	(35, 0.24833530394995368)	(40, 0.273461372260441)	(45, 0.2991993304288052)	(50, 0.3232341302029516)	(55, 0.35053766898220207)	(60, 0.3760316506849416)	(65, 0.4033624711776006)	(70, 0.4344971419969337)	(75, 0.4613162354938014)	(80, 0.48532804068093205)	(85, 0.5119444700210508)	(90, 0.5398131300066207)	(95, 0.5688755598231949)	(100, 0.5964039778686844)	(105, 0.623519662564179)	(110, 0.6485050351812308)	(115, 0.6709746440832539)	(120, 0.6933807255669115)	(125, 0.7161862892826225)	(130, 0.7418739711505624)	(135, 0.7676415494649129)	(140, 0.781168992189148)
NG-29643_HCC_1937_lib581305_7997_4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002786632155299205)	(4, 0.00041896917020232803)	(5, 0.0005086090856874772)	(6, 0.0005846081444683647)	(7, 0.0007151706300662995)	(8, 0.000898347848666387)	(9, 0.0011653189013069401)	(10, 0.0017503167845382838)	(15, 0.0027893603266400573)	(20, 0.0037679943604800995)	(25, 0.004824965885678903)	(30, 0.005940398225324543)	(35, 0.0072012031235613155)	(40, 0.008566068271513457)	(45, 0.010329636173993026)	(50, 0.012043317514811292)	(55, 0.013921078874843678)	(60, 0.01603268349266341)	(65, 0.018660302232667222)	(70, 0.09436471850874258)	(75, 0.1611869883765286)	(80, 0.17267297946027999)	(85, 0.18030484391693302)	(90, 0.1866271861299769)	(95, 0.1912970359879902)	(100, 0.19583086701772384)	(105, 0.20072208849310919)	(110, 0.20563669429427325)	(115, 0.2113050548630385)	(120, 0.21763519185134195)	(125, 0.22487225094109733)	(130, 0.23330152090680517)	(135, 0.24371728934741657)	(140, 0.2512704265739478)
NG-29643_HCC_1937_lib581305_7997_4_2 - illumina_universal_adapter	(1, 0.0016037750096582137)	(2, 0.001718747944736992)	(3, 0.003244575201799424)	(4, 0.008059797618403855)	(5, 0.01075678985821791)	(6, 0.012422923069952749)	(7, 0.01388834081875345)	(8, 0.015045864944800811)	(9, 0.015979289282135302)	(10, 0.019853682324908643)	(15, 0.0242156385601686)	(20, 0.02730470799553944)	(25, 0.029581172110099252)	(30, 0.03209186922120939)	(35, 0.034233873462541475)	(40, 0.03660036723134942)	(45, 0.039368681664788616)	(50, 0.04254154493419991)	(55, 0.04655429523783077)	(60, 0.05192996199559887)	(65, 0.059054386582853335)	(70, 0.0691396565524586)	(75, 0.08390763775925544)	(80, 0.10616055190906226)	(85, 0.1393514844418722)	(90, 0.1874888985349233)	(95, 0.2564461573463077)	(100, 0.3527089036307576)	(105, 0.48543521884075125)	(110, 0.6615815501566994)	(115, 0.8930789703296751)	(120, 1.1866376116418864)	(125, 1.5516006814582268)	(130, 1.9983523793795066)	(135, 2.531414454533807)	(140, 2.8917758787756553)
NG-29643_HCC_1937_lib581305_7997_4_2 - polya	(1, 0.013221887534059514)	(2, 0.0177662415103936)	(3, 0.01971493532528815)	(4, 0.023234276354987708)	(5, 0.025944909451506022)	(6, 0.02843728884075615)	(7, 0.03097253949393396)	(8, 0.037424664715049814)	(9, 0.04611194174184971)	(10, 0.06016241388600239)	(15, 0.08752714165104059)	(20, 0.11133199555502941)	(25, 0.1323915296125948)	(30, 0.15154251294785245)	(35, 0.17053058548018496)	(40, 0.1904933946587277)	(45, 0.21284452297680517)	(50, 0.23583248443359023)	(55, 0.26323111947100764)	(60, 0.28492319954088774)	(65, 0.30959834010260845)	(70, 0.33699385722992203)	(75, 0.36400782010827915)	(80, 0.3885442136703794)	(85, 0.4223641845666373)	(90, 0.4480128925582794)	(95, 0.4730586746835931)	(100, 0.49288585477261904)	(105, 0.5133600012081901)	(110, 0.5349967383737273)	(115, 0.5570925878020536)	(120, 0.578945240242281)	(125, 0.6034843619757222)	(130, 0.628601856033424)	(135, 0.6540899916547188)	(140, 0.6667455887661698)
NG-29643_HCC_1937_lib581305_7997_4_2 - polyg	(1, 0.1805679175819438)	(2, 0.18312070647945566)	(3, 0.1832454228836089)	(4, 0.18336429320631747)	(5, 0.1834519844279877)	(6, 0.18361177732080908)	(7, 0.18386900490437516)	(8, 0.18425679497353917)	(9, 0.18473812234581813)	(10, 0.1857420893992518)	(15, 0.18690545960674382)	(20, 0.18776717201169021)	(25, 0.18864213553457784)	(30, 0.189748993621438)	(35, 0.19111113059804924)	(40, 0.19253601551550018)	(45, 0.19409652952246773)	(50, 0.1956901713242885)	(55, 0.19742801646841143)	(60, 0.19970058319534145)	(65, 0.20238549353350316)	(70, 0.2052181148628339)	(75, 0.20908393365282169)	(80, 0.22136577129057605)	(85, 0.23350496454108013)	(90, 0.24326831029246482)	(95, 0.2515775407191752)	(100, 0.25920161040056866)	(105, 0.26729726398516657)	(110, 0.27610458055096393)	(115, 0.28591781286400997)	(120, 0.2966367980622189)	(125, 0.3085780040211297)	(130, 0.32272318268468625)	(135, 0.3395598972453751)	(140, 0.35155995375749577)
NG-29643_HDQ_P1_lib581303_8005_3_1 - illumina_universal_adapter	(1, 0.0008318608614994782)	(2, 0.0008974724224064792)	(3, 0.001738706364035529)	(4, 0.0051364479110052284)	(5, 0.007081362037891332)	(6, 0.008302205724768032)	(7, 0.009387139749765943)	(8, 0.010237746771524564)	(9, 0.01093838451121004)	(10, 0.014275669691344)	(15, 0.018232515468042648)	(20, 0.021093179523587892)	(25, 0.023247113337363446)	(30, 0.025411826193288002)	(35, 0.027242388742593333)	(40, 0.029085604950073583)	(45, 0.031249849151991665)	(50, 0.03388883986247255)	(55, 0.03726502332514423)	(60, 0.041892981639120204)	(65, 0.04846632273398875)	(70, 0.05829399724984456)	(75, 0.07372349310513883)	(80, 0.09829502266481073)	(85, 0.13818778900428036)	(90, 0.20183568962413617)	(95, 0.30280063416385544)	(100, 0.4545217449132177)	(105, 0.6785355480859397)	(110, 0.9934621360134219)	(115, 1.418462427750541)	(120, 1.9632614625857339)	(125, 2.6337666242706628)	(130, 3.4360446389191934)	(135, 4.363379225964481)	(140, 4.973658598584862)
NG-29643_HDQ_P1_lib581303_8005_3_1 - polya	(1, 0.013851069161474409)	(2, 0.021073027401309317)	(3, 0.025382300990879854)	(4, 0.03150526558552249)	(5, 0.03513264759566669)	(6, 0.038202331338101386)	(7, 0.04285137908236889)	(8, 0.05076928852182449)	(9, 0.06470002886440025)	(10, 0.08439474483265606)	(15, 0.11050064760953886)	(20, 0.13972169356748476)	(25, 0.18149095054889458)	(30, 0.21744280534788585)	(35, 0.24397330865463823)	(40, 0.26726963066268195)	(45, 0.292471031207061)	(50, 0.31757354575607316)	(55, 0.34358384311563434)	(60, 0.3672841448772626)	(65, 0.3917961553781117)	(70, 0.42036061707298106)	(75, 0.4465461910309652)	(80, 0.46876507747811463)	(85, 0.49356671615496756)	(90, 0.5189860408123593)	(95, 0.5470110817457717)	(100, 0.5719753433628727)	(105, 0.597479494395437)	(110, 0.6204074543543886)	(115, 0.640416168506985)	(120, 0.6593975930773804)	(125, 0.6786803621739416)	(130, 0.7022316319615096)	(135, 0.7264441725522189)	(140, 0.7385120132190424)
NG-29643_HDQ_P1_lib581303_8005_3_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00025541643353082567)	(4, 0.0003772664752152563)	(5, 0.000452251116251829)	(6, 0.0005576982677095093)	(7, 0.0006678319592319754)	(8, 0.0008248310514022995)	(9, 0.0010310388142528743)	(10, 0.001591549006001255)	(15, 0.0024210665974683404)	(20, 0.00323933649277994)	(25, 0.004073540624311811)	(30, 0.005008505367236576)	(35, 0.006047511299599587)	(40, 0.007309596539046401)	(45, 0.008906300739118921)	(50, 0.010626260942895305)	(55, 0.0123898059692742)	(60, 0.014264421995188514)	(65, 0.016458660053521226)	(70, 0.09803585699922808)	(75, 0.16141381291135226)	(80, 0.1712447680052534)	(85, 0.1783514373594946)	(90, 0.18396169447104968)	(95, 0.18867447916019828)	(100, 0.19313606530187435)	(105, 0.19778979958620663)	(110, 0.20238823269777448)	(115, 0.20742532595940624)	(120, 0.21315743311264573)	(125, 0.2198441884770821)	(130, 0.22787504353209903)	(135, 0.2380387429706)	(140, 0.24554423688435442)
NG-29643_HDQ_P1_lib581303_8005_3_2 - illumina_universal_adapter	(1, 0.0008271743214346924)	(2, 0.0008951291523740864)	(3, 0.001736363094003136)	(4, 0.0051575373412967645)	(5, 0.007104794738215262)	(6, 0.008327981695124354)	(7, 0.009412915720122265)	(8, 0.010254149661751314)	(9, 0.010950100861372004)	(10, 0.01430941277981046)	(15, 0.01829718972093669)	(20, 0.02119347148097431)	(25, 0.02344347936607797)	(30, 0.025812994022833664)	(35, 0.027868510495248716)	(40, 0.02993293139378686)	(45, 0.032424764746233466)	(50, 0.03535291497871162)	(55, 0.039072153174125636)	(60, 0.04405535122501236)	(65, 0.05111281190857329)	(70, 0.06141476427898542)	(75, 0.07738040031769118)	(80, 0.10265444223307447)	(85, 0.14329424305887095)	(90, 0.20811893388899452)	(95, 0.3105526400850176)	(100, 0.46456312565602775)	(105, 0.691656922959327)	(110, 1.010615809958551)	(115, 1.4411710576344603)	(120, 1.9918292048586488)	(125, 2.667952590773243)	(130, 3.4767219320655087)	(135, 4.412950634845747)	(140, 5.029859587041773)
NG-29643_HDQ_P1_lib581303_8005_3_2 - polya	(1, 0.017218348198023002)	(2, 0.022837509735701166)	(3, 0.02529091345961653)	(4, 0.029897782343300965)	(5, 0.033056510346966585)	(6, 0.0361871191102435)	(7, 0.03935990673410348)	(8, 0.047331711384304115)	(9, 0.05768896492748071)	(10, 0.07524052612410999)	(15, 0.11122893593560657)	(20, 0.14340390809638695)	(25, 0.17240890455734623)	(30, 0.1971079080067803)	(35, 0.22036533173228628)	(40, 0.24541488837856634)	(45, 0.27292019201879414)	(50, 0.30196971061036887)	(55, 0.3360820984339317)	(60, 0.36263884636504684)	(65, 0.39307370619977233)	(70, 0.4269419252859598)	(75, 0.4603471142137464)	(80, 0.4901792849961404)	(85, 0.5326796422276568)	(90, 0.5643109757409221)	(95, 0.5966382604538081)	(100, 0.6212229123256614)	(105, 0.6461234369978812)	(110, 0.6727326741777219)	(115, 0.7001044114261034)	(120, 0.726793788441052)	(125, 0.7554571361312884)	(130, 0.7847901903967827)	(135, 0.8149579174478152)	(140, 0.8291590711521292)
NG-29643_HDQ_P1_lib581303_8005_3_2 - polyg	(1, 0.2056336616926386)	(2, 0.20687325153977446)	(3, 0.20713335451337006)	(4, 0.2072505180149897)	(5, 0.20737705459673894)	(6, 0.20753405368890926)	(7, 0.20776369415208376)	(8, 0.20815502024749336)	(9, 0.2087994195064014)	(10, 0.21041299525070717)	(15, 0.21221778182965617)	(20, 0.2132492892979155)	(25, 0.2143656231413475)	(30, 0.21546508544054627)	(35, 0.21669905143960433)	(40, 0.2180698644085542)	(45, 0.21945567430571136)	(50, 0.22097598790272785)	(55, 0.22272406734689296)	(60, 0.2245963401027749)	(65, 0.22672590390821354)	(70, 0.22918586878821962)	(75, 0.23256955071499497)	(80, 0.24152459147078767)	(85, 0.25103592453227047)	(90, 0.26049711161505995)	(95, 0.26870230596048694)	(100, 0.27638870032074214)	(105, 0.28412196008164514)	(110, 0.292536642767968)	(115, 0.3016514945399699)	(120, 0.3120143719312243)	(125, 0.32485924094078916)	(130, 0.3414889597066751)	(135, 0.36371675057994757)	(140, 0.3806360975218373)
NG-29643_IPH_926_lib581313_7997_4_1 - illumina_universal_adapter	(1, 0.004378262907539413)	(2, 0.004561028984384751)	(3, 0.006496318664758156)	(4, 0.013004821734639333)	(5, 0.016684512081792124)	(6, 0.01891425821930524)	(7, 0.021068867191893048)	(8, 0.02264268618695012)	(9, 0.023871280370188222)	(10, 0.029283186978997372)	(15, 0.03569665168891898)	(20, 0.03987509035244082)	(25, 0.04280625207820259)	(30, 0.04575772114583608)	(35, 0.04837980512831051)	(40, 0.05104453452871553)	(45, 0.05398869295327521)	(50, 0.05737270840277599)	(55, 0.06135213511595512)	(60, 0.06641353700405868)	(65, 0.07289848355736867)	(70, 0.08175573378813114)	(75, 0.09402705433436452)	(80, 0.11117254307664433)	(85, 0.1364815832513492)	(90, 0.17316923322360736)	(95, 0.22596426062166378)	(100, 0.30033055884951926)	(105, 0.40337447912175783)	(110, 0.5409323514923073)	(115, 0.7210113608611807)	(120, 0.9478053794717223)	(125, 1.2284305060626148)	(130, 1.5670006019502278)	(135, 1.9659740739415497)	(140, 2.2362241795701885)
NG-29643_IPH_926_lib581313_7997_4_1 - polya	(1, 0.01043391225368159)	(2, 0.01788670672059701)	(3, 0.022386813679366648)	(4, 0.0285196309246213)	(5, 0.0319170492197574)	(6, 0.03508093308336891)	(7, 0.03957088637120269)	(8, 0.046893713850139206)	(9, 0.059868074571970985)	(10, 0.08197870840188246)	(15, 0.1103261330674317)	(20, 0.14266395041077082)	(25, 0.18487113590375812)	(30, 0.2220120457465927)	(35, 0.25023397103937484)	(40, 0.2754573142313811)	(45, 0.3014848281615069)	(50, 0.32597182713724515)	(55, 0.35383350018522325)	(60, 0.37849960991626996)	(65, 0.40524194228027977)	(70, 0.436932361564749)	(75, 0.46594302401582804)	(80, 0.4905608022732201)	(85, 0.5177750772623282)	(90, 0.5455478041529084)	(95, 0.5774148973116613)	(100, 0.6063613885624258)	(105, 0.6358338399676675)	(110, 0.6628478845659205)	(115, 0.685780965741636)	(120, 0.7081113250105994)	(125, 0.7315070074341523)	(130, 0.7584962770753221)	(135, 0.7872474116972807)	(140, 0.8022801245912284)
NG-29643_IPH_926_lib581313_7997_4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005320523570386485)	(4, 0.0007574638518145645)	(5, 0.0008772771688576191)	(6, 0.0010295822328954)	(7, 0.0011879794994946924)	(8, 0.001386991449837393)	(9, 0.0016794171727899326)	(10, 0.0022894497226159253)	(15, 0.0033007553478267915)	(20, 0.0042446405980235994)	(25, 0.005355452198405816)	(30, 0.006427273702394362)	(35, 0.007523870163466384)	(40, 0.008919390696889896)	(45, 0.010552507130212342)	(50, 0.012365546612518088)	(55, 0.017917573880242)	(60, 0.02188684692248529)	(65, 0.02557262947219959)	(70, 0.19458413752099424)	(75, 0.3427201042725144)	(80, 0.35935587873381447)	(85, 0.36985964824353473)	(90, 0.37790379250575423)	(95, 0.3838635911982619)	(100, 0.38945217168135493)	(105, 0.3952255489754804)	(110, 0.4010809679307676)	(115, 0.4074968695217138)	(120, 0.4145540769689684)	(125, 0.4223435671641167)	(130, 0.43127351767877986)	(135, 0.44191659555373997)	(140, 0.44939132194987685)
NG-29643_IPH_926_lib581313_7997_4_2 - illumina_universal_adapter	(1, 0.004406693186159799)	(2, 0.004591489997192307)	(3, 0.006510533804068348)	(4, 0.013006852468826505)	(5, 0.016692635018540805)	(6, 0.01891425821930524)	(7, 0.021054652052582855)	(8, 0.02263659398438861)	(9, 0.023848942294129347)	(10, 0.029270190280199487)	(15, 0.03573523563847521)	(20, 0.03999652825683362)	(25, 0.04313888633806111)	(30, 0.04640674379205574)	(35, 0.04943944222717604)	(40, 0.052710142709032716)	(45, 0.05624890010359588)	(50, 0.060216142411652)	(55, 0.06498796160466502)	(60, 0.07083891294474043)	(65, 0.07810366142592387)	(70, 0.08768588376150618)	(75, 0.10075406440278523)	(80, 0.1188653703244833)	(85, 0.1452462320031767)	(90, 0.1831048033077573)	(95, 0.23706872130394901)	(100, 0.3127326586774064)	(105, 0.41708559020669506)	(110, 0.5561977865241048)	(115, 0.7382916903534887)	(120, 0.9669385508364046)	(125, 1.2490814481587882)	(130, 1.5896721245626355)	(135, 1.9903006449165015)	(140, 2.261368730275733)
NG-29643_IPH_926_lib581313_7997_4_2 - polya	(1, 0.013910529182117338)	(2, 0.01896299583979733)	(3, 0.021095266736326265)	(4, 0.025315132377266385)	(5, 0.028438401557134483)	(6, 0.031299706026857596)	(7, 0.034441251814410226)	(8, 0.04227988577688803)	(9, 0.052370603952937814)	(10, 0.06945110920122817)	(15, 0.10163215386531772)	(20, 0.13039303601137486)	(25, 0.15736890280690924)	(30, 0.18439228878242336)	(35, 0.2206343956740163)	(40, 0.24719314966750588)	(45, 0.2720200935461765)	(50, 0.2976280577932328)	(55, 0.32946062847080393)	(60, 0.35433021776740514)	(65, 0.38188484380628307)	(70, 0.4121724319142549)	(75, 0.44314762661800267)	(80, 0.4703350959158402)	(85, 0.5108697687322741)	(90, 0.5391436808202477)	(95, 0.5672864074797301)	(100, 0.5893539897448736)	(105, 0.6116112425830987)	(110, 0.6350556626271437)	(115, 0.6598440225562581)	(120, 0.6845247535734525)	(125, 0.7120058670347549)	(130, 0.7398935334803286)	(135, 0.7681755685050511)	(140, 0.7818631230734171)
NG-29643_IPH_926_lib581313_7997_4_2 - polyg	(1, 0.35068545604827167)	(2, 0.3532726114027268)	(3, 0.3534025783907057)	(4, 0.35355691418893065)	(5, 0.35366454310085066)	(6, 0.35387370872212925)	(7, 0.3540828743434078)	(8, 0.35450323632015207)	(9, 0.3551733786019183)	(10, 0.35681461797198943)	(15, 0.3585452096462961)	(20, 0.3595020915952908)	(25, 0.36050283740272826)	(30, 0.3616506083653171)	(35, 0.3629628687970666)	(40, 0.3643604200646773)	(45, 0.3661434046810129)	(50, 0.36937145974493896)	(55, 0.37942034479673303)	(60, 0.39005448744126964)	(65, 0.3980823858299917)	(70, 0.40465181092548796)	(75, 0.4104637721691698)	(80, 0.41798317471742436)	(85, 0.4274041567585454)	(90, 0.43698434835994043)	(95, 0.44635253131219504)	(100, 0.456128079542396)	(105, 0.46625372634646506)	(110, 0.47783540956273535)	(115, 0.4914088368697825)	(120, 0.5070930092909745)	(125, 0.526562470237052)	(130, 0.5516631570841533)	(135, 0.5837983071556128)	(140, 0.6082658110831543)
NG-29643_JIMT_1_B_lib581287_7997_4_1 - illumina_universal_adapter	(1, 0.0008362691428932566)	(2, 0.0009087630624010312)	(3, 0.0015327285838786623)	(4, 0.0036764773464657103)	(5, 0.004815667510159311)	(6, 0.005540606705237056)	(7, 0.006203408255022424)	(8, 0.006770414268315375)	(9, 0.007158774551392739)	(10, 0.009218119679124306)	(15, 0.011514623486388452)	(20, 0.01328243949495661)	(25, 0.01465412801478586)	(30, 0.016531202716326448)	(35, 0.018113123602728244)	(40, 0.019778930310274754)	(45, 0.021534836603495207)	(50, 0.023709654188728446)	(55, 0.026527078589027024)	(60, 0.030253783865437405)	(65, 0.03529366471236005)	(70, 0.04211275346948779)	(75, 0.05198642530644668)	(80, 0.06678295209169424)	(85, 0.08990592334612049)	(90, 0.1258675677453736)	(95, 0.1808500631823345)	(100, 0.26362465610373303)	(105, 0.3863428808602045)	(110, 0.5613204187486985)	(115, 0.800230344251099)	(120, 1.115698509077106)	(125, 1.5158778901027907)	(130, 2.0077424023848014)	(135, 2.5876223001549117)	(140, 2.979256719325473)
NG-29643_JIMT_1_B_lib581287_7997_4_1 - polya	(1, 0.04230279110134031)	(2, 0.04959101908042551)	(3, 0.05423839713458462)	(4, 0.06025021431662222)	(5, 0.06446780699084238)	(6, 0.06785171959072316)	(7, 0.0728589781738673)	(8, 0.08250843667406287)	(9, 0.09844156455445018)	(10, 0.12268870937495768)	(15, 0.1524712827635946)	(20, 0.18421170979265208)	(25, 0.22534579534878496)	(30, 0.2632409561440526)	(35, 0.29514345886458104)	(40, 0.3227802122357878)	(45, 0.35155978046666353)	(50, 0.37854771325827574)	(55, 0.40672092163384)	(60, 0.4333116913092917)	(65, 0.4617624478338286)	(70, 0.4938498100491019)	(75, 0.5209418233965789)	(80, 0.5461842061691858)	(85, 0.5743745023972056)	(90, 0.6035491624893987)	(95, 0.6324343647172715)	(100, 0.6600913128231982)	(105, 0.6889635697083019)	(110, 0.7154725248174519)	(115, 0.739709313363744)	(120, 0.7629591489773089)	(125, 0.7869981326860869)	(130, 0.8146146913225737)	(135, 0.8405188400175445)	(140, 0.8544910073752465)
NG-29643_JIMT_1_B_lib581287_7997_4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006239655214776311)	(4, 0.0009709007076934094)	(5, 0.0011391901636936003)	(6, 0.0013048905511399422)	(7, 0.0015016597612324733)	(8, 0.0017243196568634952)	(9, 0.0020401860204330843)	(10, 0.0028194956551416614)	(15, 0.003956096750281412)	(20, 0.0051895290093351195)	(25, 0.006590215096967477)	(30, 0.008274145284390928)	(35, 0.01003781878327293)	(40, 0.012007064325330549)	(45, 0.01434085071977012)	(50, 0.017369025300352017)	(55, 0.024972084015585264)	(60, 0.029447547917768796)	(65, 0.03351756368441957)	(70, 0.09856894672729954)	(75, 0.16724295449072515)	(80, 0.17628191062592308)	(85, 0.18261477230863798)	(90, 0.18808495634921035)	(95, 0.19279809674463724)	(100, 0.19769247193883357)	(105, 0.20318492196896903)	(110, 0.20886637400353547)	(115, 0.21551665549095228)	(120, 0.22269510696335426)	(125, 0.23060937171876014)	(130, 0.23992276912066615)	(135, 0.2509584149245925)	(140, 0.2588861428364784)
NG-29643_JIMT_1_B_lib581287_7997_4_2 - illumina_universal_adapter	(1, 0.000875105171200993)	(2, 0.0009424209536010694)	(3, 0.001576742749294097)	(4, 0.0037463821974196357)	(5, 0.004890750498220934)	(6, 0.005613100624744831)	(7, 0.006257778694653255)	(8, 0.006829962845053905)	(9, 0.007218323128131268)	(10, 0.009285435461524383)	(15, 0.011598509307533162)	(20, 0.013438819235609098)	(25, 0.014969476564644679)	(30, 0.0171137431409425)	(35, 0.019025511361104665)	(40, 0.021165635427716326)	(45, 0.023487512106808196)	(50, 0.02633341626119911)	(55, 0.029894938963873924)	(60, 0.034312925544162015)	(65, 0.04011917068302399)	(70, 0.047782813602417304)	(75, 0.058539357816238737)	(80, 0.07425759300665656)	(85, 0.09842395888828401)	(90, 0.13564078372244315)	(95, 0.191982022336464)	(100, 0.2763131632724366)	(105, 0.40064230648311316)	(110, 0.5773923207035722)	(115, 0.8183486459909348)	(120, 1.136071371713634)	(125, 1.5379196663291297)	(130, 2.031305515293382)	(135, 2.6118254308100033)	(140, 3.003280686436639)
NG-29643_JIMT_1_B_lib581287_7997_4_2 - polya	(1, 0.032055257765205604)	(2, 0.03968265372484503)	(3, 0.04261089025924835)	(4, 0.04800650912546986)	(5, 0.05157424559267391)	(6, 0.05486236265606226)	(7, 0.05844822260314325)	(8, 0.06850934300340082)	(9, 0.08159967361166183)	(10, 0.10273786491270735)	(15, 0.1430672679623039)	(20, 0.17955449327798836)	(25, 0.21246983961678265)	(30, 0.24245073565664438)	(35, 0.2722198458888012)	(40, 0.3045702574691456)	(45, 0.34050704681028177)	(50, 0.37780827527929645)	(55, 0.42249249163646707)	(60, 0.4582899890894062)	(65, 0.4978167808873096)	(70, 0.5411132564996171)	(75, 0.5873364152051957)	(80, 0.6268652782579421)	(85, 0.6846170414200999)	(90, 0.727361527616727)	(95, 0.7718018537161251)	(100, 0.806598417266146)	(105, 0.8412458504674654)	(110, 0.8793429586099333)	(115, 0.9207406113448477)	(120, 0.9633639291331548)	(125, 1.00790988922955)	(130, 1.0518412044512613)	(135, 1.0978303113595722)	(140, 1.1201475644800403)
NG-29643_JIMT_1_B_lib581287_7997_4_2 - polyg	(1, 0.23880791620137867)	(2, 0.24136850500113544)	(3, 0.2416351790621819)	(4, 0.2419096203288899)	(5, 0.24218665066415174)	(6, 0.24256465467301372)	(7, 0.2430125635328296)	(8, 0.24366241973984573)	(9, 0.2445634155965852)	(10, 0.2464803619538551)	(15, 0.2487960248684177)	(20, 0.2504727056638904)	(25, 0.2520965694608645)	(30, 0.25400160610278666)	(35, 0.2562515066760816)	(40, 0.2585412789051057)	(45, 0.260853317123693)	(50, 0.2630296881500585)	(55, 0.26542820125834427)	(60, 0.2684796774559108)	(65, 0.2716585358263267)	(70, 0.2750331277794137)	(75, 0.2788991249440211)	(80, 0.2861852816682632)	(85, 0.2946763908974667)	(90, 0.3025885843980295)	(95, 0.31018905404470887)	(100, 0.31788014109077306)	(105, 0.32617914143328086)	(110, 0.33565306108552556)	(115, 0.3466964740951134)	(120, 0.3593539124411708)	(125, 0.37368699595527943)	(130, 0.39098093826756986)	(135, 0.41108919809789424)	(140, 0.42542797756282125)
NG-29643_KPL_1_lib581296_7997_4_1 - illumina_universal_adapter	(1, 0.0007124388421564219)	(2, 0.0008049633671118014)	(3, 0.002303860671388949)	(4, 0.0076633437794293045)	(5, 0.01069814819796575)	(6, 0.012634223882657067)	(7, 0.014299665331853896)	(8, 0.015747674147405587)	(9, 0.016901917596223944)	(10, 0.021716431252277117)	(15, 0.027149471357656996)	(20, 0.030851840223746506)	(25, 0.03338654958489913)	(30, 0.035834748515218465)	(35, 0.03793551785433036)	(40, 0.04011817139802776)	(45, 0.0426024548930797)	(50, 0.045480892864441555)	(55, 0.04923091186088308)	(60, 0.054038486177564606)	(65, 0.06065398971187423)	(70, 0.07037924252993417)	(75, 0.08547461877640433)	(80, 0.10824259125479933)	(85, 0.14415922397460332)	(90, 0.19922519500179742)	(95, 0.2844102120150914)	(100, 0.4108449753666175)	(105, 0.5946023829089994)	(110, 0.850051955990432)	(115, 1.1964896842903605)	(120, 1.6476314033881692)	(125, 2.213762602100524)	(130, 2.9036939283163004)	(135, 3.7179819170531045)	(140, 4.263011972604136)
NG-29643_KPL_1_lib581296_7997_4_1 - polya	(1, 0.012726748407612447)	(2, 0.019989923616609735)	(3, 0.024185910823336192)	(4, 0.030093601741737173)	(5, 0.033646543500023746)	(6, 0.03664665122170192)	(7, 0.04116878737889609)	(8, 0.048175207031142205)	(9, 0.06023577885907592)	(10, 0.08076974668242329)	(15, 0.10692874300043295)	(20, 0.13749607030994165)	(25, 0.17724229311764877)	(30, 0.21231510216985972)	(35, 0.23887472968092616)	(40, 0.26215251229182535)	(45, 0.2870850960315514)	(50, 0.3104109913954274)	(55, 0.3357492951770828)	(60, 0.3596072065594521)	(65, 0.38594662570112487)	(70, 0.41493594723751953)	(75, 0.4415071403142054)	(80, 0.4644222267872795)	(85, 0.4897697830214304)	(90, 0.5163946403225904)	(95, 0.5456545960944797)	(100, 0.5729539571825644)	(105, 0.5998841454160772)	(110, 0.6243948173220066)	(115, 0.6454145389013698)	(120, 0.6669986600829608)	(125, 0.6885314301532015)	(130, 0.7135264679472725)	(135, 0.7382110859601181)	(140, 0.7509729936872136)
NG-29643_KPL_1_lib581296_7997_4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005158242266262406)	(4, 0.0006962470502892306)	(5, 0.0008165289327312238)	(6, 0.0009853861907747914)	(7, 0.0011912532588005107)	(8, 0.0013739891955873852)	(9, 0.0016608152229490615)	(10, 0.002262687257783805)	(15, 0.00335493927488206)	(20, 0.00437918576613811)	(25, 0.005309057241939674)	(30, 0.006404084994786591)	(35, 0.00778177517137219)	(40, 0.009174269271950652)	(45, 0.01085035104151735)	(50, 0.012459352530491399)	(55, 0.014171056242165919)	(60, 0.016013219534027522)	(65, 0.018524335141316524)	(70, 0.10106130025038755)	(75, 0.1638794386009681)	(80, 0.17637024946994434)	(85, 0.1852919267887668)	(90, 0.19239179621121785)	(95, 0.19792244969042566)	(100, 0.2029877048091079)	(105, 0.20844387604572664)	(110, 0.21391207547058952)	(115, 0.22016812122544754)	(120, 0.22707091340974364)	(125, 0.23477728109327717)	(130, 0.24372116429808893)	(135, 0.25465895101568914)	(140, 0.262503642864031)
